ID,Name,Hit0_Radius,Hit1_Radius,Hit2_Radius,Hit3_Radius,KnockbackDist,HitStopTime,spEffect0,spEffect1,spEffect2,spEffect3,spEffect4,Hit0_DmyPoly1,Hit1_DmyPoly1,Hit2_DmyPoly1,Hit3_DmyPoly1,Hit0_DmyPoly2,Hit1_DmyPoly2,Hit2_DmyPoly2,Hit3_DmyPoly2,Blowing Correction,AtkPhysCorrection,AtkMagCorrection,AtkFireCorrection,AtkThunCorrection,AtkStamCorrection,GuardAtkRateCorrection,GuardBreakCorrection,AtkThrowEscapeCorrection,AtkSuperArmorCorrection,AtkPhys,AtkMag,AtkFire,AtkThun,AtkStam,GuardAtkRate,GuardBreakRate,AtkSuperArmor,AtkThrowEscape,AtkObj,GuardStaminaCutRate,GuardRate,ThrowTypeID,Hit0_hitType,Hit1_hitType,Hit2_hitType,Hit3_hitType,hit0_Priority,hit1_Priority,hit2_Priority,hit3_Priority,damageLevel,mapHitType,GuardCutCancelRate,AtkAttribute,spAttribute,atkType,atkMaterial,atkSize,DefMaterial,DefSfxMaterial,HitSourceType,ThrowFlag,disableGuard,disableStaminaAttack,disableHitSpEffect,IgnoreNotifyMissSwingForAI,repeatHitSfx,IsArrowAtk,IsGhostAtk,isDisableNoDamage,atkPowForSfxSe,atkDirForSfxSe,opposeTarget,friendlyTarget,selfTarget,isChargeAtk,isShareHitList,isCheckObjPenetration,0x81,0x81,pad1,regainableSlotId,deathCauseId,decalId1,decalId2,spawnAiSoundId,HitAiSoundId,RumbleId0,RumbleId1,RumbleId2,RumbleId3,Hit0_VfxId,Hit0_DummyPolyId0,Hit0_DummyPolyId1,Hit1_VfxId1,Hit1_DummyPolyId0,Hit1_DummyPolyId1,Hit2_VfxId,Hit2_DummyPolyId0,Hit2_DummyPolyId1,Hit3_VfxId,Hit3_DummyPolyId0,Hit3_DummyPolyId1,Hit4_VfxId,Hit4_DummyPolyId0,Hit4_DummyPolyId1,Hit5_VfxId,Hit5_DummyPolyId0,Hit5_DummyPolyId1,Hit6_VfxId,Hit6_DummyPolyId0,Hit6_DummyPolyId1,Hit7_VfxId,Hit7_DummyPolyId0,Hit7_DummyPolyId1,Hit4_Radius,Hit5_Radius,Hit6_Radius,Hit7_Radius,Hit8_Radius,Hit9_Radius,Hit10_Radius,Hit11_Radius,Hit12_Radius,Hit13_Radius,Hit14_Radius,Hit15_Radius,Hit4_DmyPoly1,Hit5_DmyPoly1,Hit6_DmyPoly1,Hit7_DmyPoly1,Hit8_DmyPoly1,Hit9_DmyPoly1,Hit10_DmyPoly1,Hit11_DmyPoly1,Hit12_DmyPoly1,Hit13_DmyPoly1,Hit14_DmyPoly1,Hit15_DmyPoly1,Hit4_DmyPoly2,Hit5_DmyPoly2,Hit6_DmyPoly2,Hit7_DmyPoly2,Hit8_DmyPoly2,Hit9_DmyPoly2,Hit10_DmyPoly2,Hit11_DmyPoly2,Hit12_DmyPoly2,Hit13_DmyPoly2,Hit14_DmyPoly2,Hit15_DmyPoly2,Hit4_hitType,Hit5_hitType,Hit6_hitType,Hit7_hitType,Hit8_hitType,Hit9_hitType,Hit10_hitType,Hit11_hitType,Hit12_hitType,Hit13_hitType,Hit14_hitType,Hit15_hitType,0x174,0x178,0x17C,defMaterialVal0,defMaterialVal1,defMaterialVal2,atkDarkCorrection,atkDark,IsChargeAtk2,IsChargeAtk3,0x18A,0x18A,0x18A,0x18A,0x18A,0x18A,0x18B,physSpCorrection,magSpCorrection,fireSpCorrection,thunSpCorrection,damageLevelParameter,0x195,darkSpCorrection,atkElementCorrectId,pad2
7410140,Cthulu Spider 140,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7410150,Cthulu Spider 150,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7410155,Cthulu Spider 155,0,0,0,0,2.5,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,120,100,0,50,0,200,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,100,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7410160,Cthulu Spider 160,0.6,0,0,0,2.5,0,-1,-1,-1,-1,-1,7,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,100,100,130,0,0,5,0,0,2110,0,0,0,0,0,0,0,0,5,0,0,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,200,300,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7410170,Cthulu Spider 170,0.3,0,0,0,0,0,5281,-1,-1,-1,-1,40,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,100,220,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7410171,Cthulu Spider 171,0.3,0,0,0,0,0,5281,-1,-1,-1,-1,40,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,100,120,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7410172,Cthulu Spider 172,0.3,0,0,0,0,0,5281,-1,-1,-1,-1,40,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7410173,Cthulu Spider 173,0.3,0,0,0,0,0,-1,-1,-1,-1,-1,40,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,100,200,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,100,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420100,Shadow of Yharnam 100,0.1,0,0,0,1.2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,60,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,-1,100,202,302,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420101,Shadow of Yharnam 101,0.1,0,0,0,1,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,50,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420102,Shadow of Yharnam 102,0.1,0,0,0,1.2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,50,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,-1,100,202,302,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420103,Shadow of Yharnam 103,0.1,0,0,0,1.2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,50,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420104,Shadow of Yharnam 104,0.1,0,0,0,1,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,50,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420105,Shadow of Yharnam 105,0.1,0,0,0,2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,60,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,-1,100,200,300,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420106,Shadow of Yharnam 106,0.1,0,0,0,1.2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,60,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420110,Shadow of Yharnam 110,0.1,0,0,0,2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,100,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,-1,100,200,300,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420115,Shadow of Yharnam 115,0.1,0,0,0,1.8,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,120,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420120,Shadow of Yharnam 120,0.1,0,0,0,1.2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,20,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,100,200,300,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420121,Shadow of Yharnam 121,0.1,0,0,0,1,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,20,20,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420125,Shadow of Yharnam 125,0.1,0,0,0,0.8,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,20,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,-1,100,202,302,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420126,Shadow of Yharnam 126,0.1,0,0,0,0.8,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,20,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420127,Shadow of Yharnam 127,0.1,0,0,0,0.8,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,20,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,-1,100,202,302,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420128,Shadow of Yharnam 128,0.1,0,0,0,0.8,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,20,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,-1,100,201,301,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420129,Shadow of Yharnam 129,0.1,0,0,0,0.8,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,20,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,-1,100,202,302,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
7420130,Shadow of Yharnam 130,0.1,0,0,0,1.2,0,-1,-1,-1,-1,-1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,50,40,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,-1,100,201,201,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-1,[0|0|0|0|0|0|0|0|0|0|0|0]
